localidade,tipo,loc_x,loc_y,mercado_mais_proximo,farmacia_mais_proxima,escola_mais_proxima,num_penit_4km,num_penit_500m,idade_imovel,area,preco
Localidade 3,Tipo 1,0.907946599186526,0.9940111205809778,1473.0177977939802,3840.0565966618574,3950.6179543709295,0,0,32,74.0,780800
Localidade 4,Tipo 2,0.2948782349607149,0.7813687528496689,,3139.9056654477827,2586.789359957784,1,0,13,80.0,273800
Localidade 4,Tipo 1,0.2812502400026309,0.5197591228708781,1996.9133354243368,2343.289993407694,1914.896005329652,0,0,8,191.0,671000
Localidade 4,Tipo 1,0.8423488737663949,0.0698734191330353,2618.8911735430365,5248.004583876615,2997.76987060468,0,0,18,154.0,555000
Localidade 1,Tipo 2,0.6457275204002049,0.4143306526770947,3226.3330106750805,3440.029637250637,1292.3552466296028,0,0,8,62.0,509600
Localidade 2,Tipo 2,0.853965064024243,0.7805159094138864,2096.7472331181443,2797.214072879396,3561.14951271566,1,0,2,128.0,333600
Localidade 1,Tipo 2,0.4974695477993154,0.659435823585201,3191.696808548343,1031.7360667863377,1669.8275689495174,0,0,12,66.0,481000
Localidade 1,Tipo 2,0.9558488756663016,0.7257941786585839,37.932408198953496,1487.0582062645733,3188.178636186822,0,0,8,112.0,539300
Localidade 4,Tipo 1,0.7187691190643773,0.8731637412614911,7604.648952914791,2949.949983260216,3909.643962472038,1,0,17,172.0,508500
Localidade 4,Tipo 2,0.5782487768629692,0.8239519121788749,6247.600688033481,2029.98220406352,3666.0830228326927,1,0,2,162.0,332900
Localidade 2,Tipo 1,0.0342802263719521,0.0540627087136486,2070.546545266211,,,0,0,0,175.0,230900
Localidade 2,Tipo 1,0.1507322729013932,0.7454284178896652,4941.357102821063,3699.1605010448975,3694.473058192717,1,0,10,119.0,175200
Localidade 2,Tipo 1,0.365609359926424,0.077430890419327,3429.9161332398007,5526.386854193181,5121.108290877109,0,0,1,88.0,227100
Localidade 3,Tipo 1,0.1557061820810268,0.8889394938592932,4363.584930503899,1151.363672283088,4275.891112348589,0,0,3,175.0,1393400
Localidade 1,Tipo 2,0.8111880820458076,0.120472925104126,5576.351780713046,4342.50088492406,2413.5616255642585,0,0,8,185.0,502100
Localidade 3,Tipo 1,0.8944404081321708,0.2224312238061444,3030.8293797303327,1084.2667577800464,3809.489761639779,0,0,41,172.0,639700
Localidade 1,Tipo 2,0.5477511960293217,0.6572047810837391,3473.6495363139948,1531.7465303546314,1348.866896661288,0,0,8,78.0,511300
Localidade 4,Tipo 2,0.259672910668438,0.5016608084774217,1718.0991071636854,2143.8251778898634,2059.86538945906,0,0,6,141.0,348000
Localidade 3,Tipo 2,0.4489687055948185,0.1030966382038871,1835.584187611463,4420.396725551565,90.8978235348426,0,0,50,151.0,417500
Localidade 4,Tipo 1,0.1050174603420005,0.0278094775723671,2723.9905574208324,1998.4538188366955,2196.930917645828,0,0,15,131.0,588400
Localidade 1,Tipo 2,0.7674925687896416,0.4215180422874073,3561.486949784105,2389.963433456417,1201.577813117941,0,0,3,148.0,557100
Localidade 4,Tipo 2,0.1218842592854906,0.3637945112786465,259.7104063684603,1737.2526090900442,847.7352320265929,0,0,8,179.0,367500
Localidade 1,Tipo 1,0.6295910541165333,0.1085233325964917,4166.2380103030055,5429.112535547965,1409.3124797672629,0,0,14,85.0,757500
Localidade 2,Tipo 2,0.2626714177509374,0.726179253275845,4205.10393432485,2599.0842041996307,2558.9511355431214,1,1,3,63.0,254500
Localidade 1,Tipo 1,0.2376417399222721,0.6092079658247729,2340.892858571954,1622.3425422847845,3313.74912232876,1,0,0,156.0,868200
Localidade 1,Tipo 2,0.1640750934556807,0.1061807296879192,3271.1008411224875,5903.659905597913,552.6325791039537,1,0,8,120.0,472400
Localidade 2,Tipo 1,0.3297228071901368,0.8664259985016629,5077.685581084076,2182.837085893911,2647.8702275629234,1,0,4,64.0,195100
Localidade 2,Tipo 1,0.8826011758600205,0.7911927624741187,2015.583228616566,2875.2662181798887,3813.348382036292,1,0,2,110.0,201300
Localidade 3,Tipo 1,0.721423036075435,0.4752334749396112,1228.1075625694384,2688.5482655527658,2552.3277613004093,0,0,42,177.0,617900
Localidade 3,Tipo 2,0.4394082501779006,0.9162198013165368,3277.3007860691587,847.6446326314347,1841.0042008805208,0,0,19,71.0,844300
Localidade 1,Tipo 2,0.2183730625911357,0.720396589858809,3453.2515084562942,1888.0188475307623,2219.7187464650265,1,0,11,107.0,428100
Localidade 3,Tipo 2,0.3574955349584583,0.2676804544482166,2389.1268652363924,2554.995564185582,1048.823380939064,0,0,32,200.0,632100
Localidade 4,Tipo 2,0.5437063462264373,0.1767762464967135,762.9884302725789,2384.779507720872,2827.436942639443,0,0,24,119.0,255300
Localidade 3,Tipo 1,0.0833447280278686,0.0064168989641687,5506.832880090347,5385.96899420856,1868.072134305645,0,0,39,109.0,657300
Localidade 1,Tipo 2,0.156275187545735,0.1399831117628031,3023.287174080478,5626.684890101678,870.9427295767414,1,0,13,134.0,425400
Localidade 1,Tipo 2,0.84457963201411,0.1190619157159836,5876.920138719281,4232.307039969052,2709.898161496145,0,0,2,149.0,557300
Localidade 4,Tipo 2,0.8921225733989363,0.8074751073872514,7608.311876754762,3763.03722290094,3721.74094257058,1,0,6,230.0,313600
Localidade 4,Tipo 1,0.7223307309177811,0.2648347150141129,2063.181276352703,3896.958231271143,1370.062455522074,0,0,8,59.0,677200
Localidade 3,Tipo 1,0.7854107594669317,0.5226114815781846,1918.2632930865727,,1765.285274244361,0,0,28,66.0,850000
Localidade 1,Tipo 2,0.5369741602934689,0.895841874911891,4484.569529213463,1443.5813469068446,3644.750652675508,0,0,3,85.0,552700
Localidade 2,Tipo 1,0.8244554253917169,0.7868142593769129,2341.8043357089173,2917.586144590941,3300.860625181105,1,0,3,87.0,196900
Localidade 1,Tipo 2,0.4203195289346804,0.5341877501145705,1721.3853549859496,1182.1622031244665,1934.3936702252288,1,0,22,,353200
Localidade 2,Tipo 1,0.1067792389485113,0.4229197026950699,1688.618103084817,5336.0502944438485,4790.247236564581,1,0,12,125.0,169400
Localidade 1,Tipo 2,0.656322790687158,0.0746179099936198,4593.233944918519,5525.500447519022,1800.320362739415,0,0,10,170.0,487700
Localidade 1,Tipo 1,0.4947251967063376,0.0471406507853283,3844.8310786371326,6107.045330076515,1374.9129131374527,0,0,20,82.0,673400
Localidade 1,Tipo 2,0.4343404443664235,0.2152575237291399,2080.642275048108,4361.505814329977,,1,0,17,102.0,392800
Localidade 3,Tipo 2,0.1872384203124267,0.6958594271018905,2671.1241424277964,901.2015521292576,3946.754059298203,0,0,32,185.0,637900
Localidade 1,Tipo 2,0.9653911813004186,0.1446557557876169,5816.025500753875,3738.207503705065,2807.839020403397,0,0,4,106.0,538400
Localidade 1,Tipo 2,0.8730552027529401,0.3629166142773162,3716.8454471682176,1918.8374709993336,,0,0,12,218.0,491200
Localidade 3,Tipo 1,0.2440760467854,0.0142361133319903,4031.265321383849,4963.717084599821,2150.083547541424,0,0,27,121.0,865700
Localidade 3,Tipo 2,0.5053155318444598,0.7227321503648007,2348.5703753510847,1949.582242449872,923.7940271280308,0,0,31,,655400
Localidade 2,Tipo 1,0.2330583411096713,0.6777207299752017,4047.271707558565,2988.751358308888,,1,1,1,112.0,159000
Localidade 1,Tipo 2,0.1362144471171457,0.5899660641362594,2730.896567875836,1806.827839057008,3283.6741226194536,1,0,10,87.0,436000
Localidade 4,Tipo 1,0.6798490544897885,0.5142877998470692,4136.864660229185,1569.9496348719726,447.6022996219917,0,0,16,174.0,613200
Localidade 4,Tipo 2,0.0757349945144552,0.4523362861836495,1065.571060613344,824.846208462961,1840.050602858116,0,0,8,133.0,355300
Localidade 3,Tipo 1,0.477720579741402,0.5025286722171769,915.1893577141292,2024.7736794204648,1590.1482518001517,0,0,30,112.0,838900
Localidade 3,Tipo 2,0.6002004068745506,0.8237194719039128,2164.248390971374,1201.6691170436725,463.9393393727984,0,0,30,230.0,693400
Localidade 3,Tipo 1,0.2756613478124812,0.7546587578863503,2605.9965539045947,776.1211517702181,2972.753402707993,0,0,40,110.0,664100
Localidade 1,Tipo 2,0.0749332420314263,0.2250577637004078,2995.255590833093,5132.009734175085,2036.360240733745,1,0,10,210.0,435100
Localidade 2,Tipo 1,0.0554122677846723,0.3566221933215882,1009.2315913114044,6156.009905306172,5584.174642062515,0,0,7,112.0,212900
Localidade 4,Tipo 2,0.7468063104445772,0.2702158802266046,2272.000020132018,3954.1429027529466,1178.2096214332057,0,0,26,154.0,240700
Localidade 1,Tipo 2,0.1324196527776354,0.0260128352071589,4126.858648887914,6765.33166837502,797.1573478233911,1,0,10,222.0,450200
Localidade 4,Tipo 2,0.3795872146141288,0.2704966134863744,2545.860885974089,1823.1408006701813,1924.6622251200404,0,0,11,128.0,318800
Localidade 3,Tipo 1,0.4442564162679413,0.646328156786876,1389.2297849956933,2172.842808203708,1898.5135659763744,0,0,1,148.0,1433100
Localidade 1,Tipo 1,0.261636265052536,0.7090329084198441,3234.9156836241305,1457.891383363978,2540.626106621677,1,0,19,151.0,618300
Localidade 2,Tipo 1,0.3524831652540081,0.3179404503170556,1905.830208681445,4729.510564049579,3906.352188409736,1,0,3,205.0,195800
Localidade 4,Tipo 2,0.417483911195739,0.2871357605974428,2416.3706029170203,2128.5619228623264,1641.9488933559894,0,0,5,141.0,353600
Localidade 1,Tipo 2,0.2937252223741015,0.2775561345079951,1179.5713096827817,3855.285888225795,1718.6647533776952,1,0,2,149.0,510300
Localidade 2,Tipo 2,0.2478924741052939,0.8148614007848667,5009.026862436415,2779.145240740725,2998.4057524434943,1,0,4,141.0,322600
Localidade 2,Tipo 1,0.4125516793362941,0.1304586626461191,2903.127146792928,4884.32147323617,4413.712348742178,0,0,6,204.0,210100
Localidade 1,Tipo 2,0.9908936888482288,0.638007967782848,962.736140139034,562.4783583406657,,0,0,5,162.0,568300
Localidade 2,Tipo 1,0.9119326777027214,0.3251702130590497,2237.670078102364,211.292304390618,2250.554055047751,0,0,4,101.0,228300
Localidade 2,Tipo 1,0.4006116888284731,0.2397678368658168,2014.940126060288,4709.41090509729,3813.3734102711455,0,0,4,112.0,213700
Localidade 3,Tipo 1,0.9199425213613912,0.6497895455943988,3527.9602583938536,494.4789439485022,551.6983505723343,0,0,19,162.0,1123200
Localidade 1,Tipo 2,0.4233765598018623,0.140457072600617,2701.178400108906,5099.550957874209,359.2561483609753,1,0,11,113.0,451300
Localidade 2,Tipo 1,0.7759364230725389,0.021054735399583,1107.6547724791485,3046.058954315347,4278.511614992479,0,0,1,107.0,230300
Localidade 2,Tipo 1,0.5123870215458182,0.3833829409646163,195.53597955170963,3607.092609926344,2183.4202697890614,0,0,3,196.0,235000
Localidade 3,Tipo 1,0.6075842383155511,0.4980207467742004,212.23123066470973,3324.192398088623,2429.82758899032,0,0,38,147.0,716100
Localidade 4,Tipo 2,0.7486708919121657,0.0788379127579697,1681.0019707956428,4307.876285561908,2962.237806222205,0,0,8,140.0,336100
Localidade 3,Tipo 1,0.2820590656708077,0.1053858083258481,3294.9423426904063,4042.901046336993,1578.3705614551404,0,0,47,149.0,536000
Localidade 2,Tipo 2,0.5487499702642039,0.0709837869552257,2649.5050288841267,,4124.906147092324,0,0,8,79.0,333500
Localidade 3,Tipo 1,0.4354485506574607,0.6217881667198175,1129.3830015966782,1954.6748594511023,2142.208384685835,0,0,45,155.0,574500
Localidade 3,Tipo 1,0.7325230554201401,0.1986356932169107,1425.9419707897955,2498.335113583741,3078.557053504409,0,0,32,103.0,783600
Localidade 4,Tipo 1,0.417179068671061,0.7207846232076145,4411.733975511565,1781.7830543909015,2775.7478540266093,1,0,6,130.0,624500
Localidade 3,Tipo 2,0.5117418260032142,0.576139839460851,1305.2740628768977,2455.558289924724,2196.1659060085003,0,0,40,62.0,518600
Localidade 3,Tipo 1,0.0229157571174555,0.8346250646748319,4821.641421917592,1241.152836470067,5502.073014740723,0,0,17,98.0,1077000
Localidade 4,Tipo 2,0.023371173023311,0.8831814323275545,5252.492606687482,3542.762114758075,541.9943032173906,0,0,21,173.0,274100
Localidade 3,Tipo 2,0.6937103977455223,0.9519785514644126,710.1964704040587,1731.5552272883044,2050.8068260228383,0,0,45,141.0,469300
Localidade 3,Tipo 1,0.311846353377967,0.0938522660636577,3062.3185245027403,4173.655000443699,1283.633573903181,0,0,37,98.0,697700
Localidade 4,Tipo 2,0.2133455772969021,0.6853789980591104,3199.437251883513,2277.320370880721,2261.209970114891,0,0,11,156.0,318100
Localidade 4,Tipo 1,0.6530685786498129,0.6292514073675458,5219.675055355321,883.6615592070278,1580.3061584935683,1,0,9,73.0,613600
Localidade 3,Tipo 1,0.739990282301522,0.7214351313469461,2456.0487442404506,2387.8768754934126,1813.7357557210528,0,0,13,58.0,1148700
Localidade 4,Tipo 2,0.9094045953293324,0.7628792062715475,7278.505533454379,3722.8872745373615,3435.862705108918,1,0,26,202.0,211300
Localidade 4,Tipo 2,0.0410453609249585,0.4055643884740063,1103.5706342790445,1242.8769840442392,1634.428781861617,0,0,12,156.0,321700
Localidade 1,Tipo 1,0.5740743095597659,0.7186388489189516,3780.6788070276702,1624.9804038951977,1834.3573558146709,0,0,1,,951500
Localidade 4,Tipo 2,0.8337805177937456,0.1931678260216196,2628.10565970836,5055.516681938434,1762.859134762529,0,0,16,144.0,287900
Localidade 2,Tipo 2,0.95912204158199,0.3189943225320519,2443.9918507324173,622.8528795066358,2689.846611936526,0,0,6,146.0,362100
Localidade 1,Tipo 2,0.1473113477811608,0.5311634801224423,2250.8516732177504,2361.985845597811,3877.979911781409,1,0,12,118.0,419400
Localidade 1,Tipo 2,0.5472257832210513,0.371951103523077,2241.9085625160465,3167.619614952047,1376.4501391700844,1,0,4,181.0,489800
Localidade 2,Tipo 2,0.3744296111046803,0.5812477624240564,2375.4767784268024,2308.2759985146067,,1,0,8,152.0,300900
Localidade 4,Tipo 1,0.1960090585148801,0.5783038283707684,2116.8299861641613,1566.0884135404417,2832.363331011311,0,0,11,92.0,638100
Localidade 4,Tipo 2,0.0077049642965794,0.7804660859445158,4308.504943888143,2538.437903299789,614.6341710945577,0,0,13,150.0,319100
Localidade 2,Tipo 1,0.5784686919347372,0.3109917304392753,1017.9647502733344,2875.0588206536268,1964.730206220151,0,0,2,98.0,226900
Localidade 3,Tipo 2,0.1050830167510612,0.7457001860238833,3621.069837296063,221.09678770734416,4679.03138869941,0,0,5,84.0,1125200
Localidade 2,Tipo 2,0.9304497474846812,0.8287122814290917,2169.244284996588,3265.4505176316466,4364.092924444081,1,0,7,144.0,305600
Localidade 4,Tipo 2,0.2285877520393529,0.4629487982891717,1222.2892946531197,1933.4474305435867,1760.0266002188714,0,0,17,68.0,289600
Localidade 2,Tipo 2,0.2350617588396381,0.5930449797671483,3498.8529626073614,3306.0466323912465,2905.6534530130784,1,0,2,175.0,335100
Localidade 4,Tipo 1,0.4994007094979212,0.4801849280023215,3691.069769906483,1557.150548529199,534.9054491413119,0,0,9,144.0,693100
Localidade 2,Tipo 1,0.2559468316408346,0.9574104632762932,6210.391811662026,3299.185308465532,3816.22623112182,1,0,8,64.0,180000
Localidade 4,Tipo 2,0.97181562906087,0.2222581762084189,4033.553493497274,5698.737723325054,2161.502875596088,0,0,10,132.0,321300
Localidade 1,Tipo 2,0.6859549132720839,0.0297009210234917,5119.075729513365,5731.309871484857,2319.911918207913,0,0,18,134.0,416600
Localidade 2,Tipo 1,0.9582499340134408,0.7557640288145226,1393.8609993739751,2593.460122449273,3901.7588207848753,1,0,1,194.0,205400
Localidade 1,Tipo 2,0.9551201999094608,0.1482343997780461,5778.793526818555,3709.665573036774,2746.378802462016,0,0,13,82.0,459400
Localidade 4,Tipo 2,0.1956591635248173,0.2901229519593965,960.368927693,1791.6442894258953,236.0096067035618,0,0,21,168.0,285400
Localidade 2,Tipo 1,0.2667788078876032,0.8685331419863864,5370.409084032712,2757.9137994649764,3130.911551956081,1,0,12,115.0,167800
Localidade 1,Tipo 2,0.4559441720995015,0.2539313403814763,1907.518132592677,4003.79343355943,1379.077454411153,1,0,8,110.0,455300
Localidade 3,Tipo 1,0.573313717694375,0.3843742855622533,977.3409539621308,3232.005597344378,1673.319491571498,0,0,47,71.0,549000
Localidade 3,Tipo 2,0.4750381951308895,0.7235054935479995,2219.724766252152,1994.1835052492409,1154.7734945755203,0,0,6,93.0,1060500
Localidade 3,Tipo 2,0.6205510880871441,0.4636617773265551,265.9240216526608,3482.297412059256,2367.815448662026,0,0,33,101.0,645000
Localidade 3,Tipo 1,0.1172949297003743,0.7338193402842843,3451.525824702534,279.83631077596164,4569.864989010506,0,0,33,151.0,804300
Localidade 2,Tipo 2,0.0724412610515258,0.0895952942973786,1677.5923019694785,8063.49297848791,7336.995648096996,0,0,3,124.0,367600
Localidade 3,Tipo 1,0.0005304133641423,0.360161653540169,4187.058899998187,3128.4716946339604,2051.7055144697733,0,0,38,115.0,673800
Localidade 2,Tipo 1,0.7494012173993713,0.1594201333701077,665.978823480633,,2873.7305240828387,0,0,16,75.0,180800
Localidade 3,Tipo 1,0.0238602314071419,0.1315746773774883,5318.318291095295,4540.64474720172,1090.9579479581637,0,0,7,,1302600
Localidade 4,Tipo 1,0.6748966390404058,0.1407038282525614,954.9356233979248,3590.083915584084,2657.3252240447537,0,0,16,121.0,594200
Localidade 2,Tipo 1,0.8979021469067912,0.8091555747329112,2100.057312071732,3051.791912542435,4041.251206819944,1,0,2,173.0,200900
Localidade 1,Tipo 2,0.1943832986908639,0.1279148416492093,2937.651267609982,5588.537470827692,627.1793987616197,1,0,16,203.0,406400
Localidade 2,Tipo 1,0.5664154628316141,0.172902287677615,2286.996801259692,3302.977067903871,,0,0,4,84.0,216500
Localidade 3,Tipo 2,0.7086368241241547,0.9067808359264116,805.694897320369,1847.365541558039,1819.9697661501225,0,0,3,116.0,1138400
Localidade 4,Tipo 1,0.9901438713608582,0.2392275762972331,4257.774336368723,5716.158286887022,2196.365496703957,0,0,15,148.0,589100
Localidade 2,Tipo 1,0.9515665955954626,0.7747576262626414,1593.957150278682,2764.0398505349044,4015.8276411609,1,0,9,149.0,179100
Localidade 3,Tipo 2,0.4264494769044669,0.2328464942359339,1655.1597993690325,3153.246691090749,1282.2183976247034,0,0,44,111.0,468700
Localidade 2,Tipo 2,0.2037563679201802,0.6907953177050983,4350.717429994842,3240.967923775014,3101.753475037843,1,0,2,110.0,332700
Localidade 1,Tipo 2,0.2446815389657542,0.9526225125047852,5665.979942903615,3045.904885949344,1325.622386906584,0,0,20,161.0,405700
Localidade 2,Tipo 1,0.9444010957693396,0.5785472663825619,603.2732206561084,888.5776595298869,2594.2276627747897,1,0,8,175.0,192700
Localidade 2,Tipo 2,0.9569618869538136,0.3068773385449208,2336.2283669328394,594.9627186686255,2730.2613675592547,0,0,2,134.0,387700
Localidade 1,Tipo 2,0.7171183626688044,0.6011360330597973,2661.1831729465725,2503.2466530183056,1203.8950968600611,0,0,22,89.0,391400
Localidade 4,Tipo 1,0.7291042091475566,0.3708171568363851,2968.829043176804,2994.9274369607283,832.5936564693488,0,0,18,168.0,574200
Localidade 4,Tipo 1,0.961948124152708,0.6083852403412219,6240.674454337172,3971.074636526797,2807.3658829244127,0,0,9,155.0,657600
Localidade 2,Tipo 1,0.2173095828077896,0.2090447027300144,1516.1538787175873,6288.837635817287,5528.994323545656,0,0,13,66.0,184100
Localidade 4,Tipo 2,0.413702218573168,0.3242173165469991,2716.901413766201,2447.786471348988,1298.3358054928383,0,0,16,82.0,293100
Localidade 3,Tipo 2,0.5144927045817447,0.8175801883535204,2897.15596682371,996.6726021834168,640.7258241564757,0,0,35,89.0,619300
Localidade 1,Tipo 2,0.0408393612556419,0.1225991382837641,3904.832545705485,6138.015203145796,1705.6471735741711,1,0,17,92.0,385100
Localidade 1,Tipo 2,0.6775757264176304,0.3153396592116858,3618.050109809338,3691.541569667701,986.9399449843336,0,0,17,90.0,436500
Localidade 4,Tipo 2,0.0172168943656387,0.9918031947965436,6325.920251537376,4630.675703827988,1615.9401540111842,0,0,7,76.0,342800
Localidade 4,Tipo 2,0.6232384263123413,0.4400904233385946,3305.5177916623466,1904.008801523336,974.91763163752,0,0,11,159.0,325700
Localidade 1,Tipo 1,0.9371884668104458,0.9245002631076276,1989.518000896042,2751.557744011492,5028.477327170925,0,0,22,132.0,639100
Localidade 1,Tipo 1,0.837294558984122,0.1761842308842957,5567.555259333572,3727.44964701932,2420.871699971903,0,0,5,193.0,881600
Localidade 3,Tipo 1,0.4760020297812062,0.6007036072655138,1199.7422060158692,2203.414676012306,2096.856839013205,0,0,47,166.0,542400
Localidade 3,Tipo 2,0.5337577341583857,0.6290425998020184,1636.9617696480634,2846.5271946602065,1628.7808294802924,0,0,29,97.0,669700
Localidade 2,Tipo 1,0.0673719420845647,0.6556845815571979,3983.82640671332,4648.628464522379,4466.568402068686,1,0,3,180.0,196900
Localidade 3,Tipo 2,0.685481962879547,0.6492836666804576,1913.4936261763453,2695.600234269189,1794.6405801170615,0,0,37,186.0,554000
Localidade 3,Tipo 2,0.8847971379153805,0.7385291216764092,2577.982265669802,,1505.1954137686032,0,0,28,90.0,687700
Localidade 4,Tipo 2,0.7814798122928895,0.1794202452030068,2088.451775641875,4701.03539929718,1912.2580325172128,0,0,21,66.0,263000
Localidade 3,Tipo 2,0.1866695383248898,0.0541392116973479,4369.657812864385,4640.372304903721,1536.096637501441,0,0,40,132.0,516400
Localidade 1,Tipo 2,0.3731989105590528,0.7628785485612135,3745.4826293314472,1153.0442549996876,2995.583631092134,0,0,6,92.0,529200
Localidade 4,Tipo 2,0.8198476492847537,0.9576280743426586,8780.436329630886,4218.77750388675,4876.27664903202,1,0,1,61.0,340000
Localidade 1,Tipo 1,0.5122962415043926,0.0384290015250569,4002.706547519502,6223.780646985526,1566.7972067688445,0,0,3,70.0,918900
Localidade 1,Tipo 1,0.4375255673956267,0.1948562543160125,2271.902688898107,4567.586129556644,785.1131250179943,1,0,16,105.0,673400
Localidade 1,Tipo 2,0.7643654120982644,0.0233383375146736,5741.267046130706,5420.298956550487,2744.597611134059,0,0,5,140.0,528400
Localidade 4,Tipo 1,0.7904717298171303,0.3102529515315204,2864.225499461352,3842.0739362576846,618.7562398803068,0,0,7,137.0,711200
Localidade 2,Tipo 2,0.5405834682076242,0.0534981605442943,2770.655533613101,4156.045580959274,4317.891257272689,0,0,5,104.0,351200
Localidade 4,Tipo 2,0.5638100873420415,0.2605153950986291,1499.6729977944203,2939.6023989847013,2137.1716744044334,0,0,10,152.0,326200
Localidade 2,Tipo 1,0.0854309359459715,0.6342893696077626,3771.245823582005,4527.562295243192,4301.559088074957,1,0,12,192.0,169300
Localidade 4,Tipo 1,0.9794126107457716,0.5264891715827106,5730.245909710997,4250.86307053597,2302.028502596022,0,0,21,61.0,521700
Localidade 4,Tipo 2,0.8182044881625596,0.8240887052222581,7497.618249934672,3243.0703932839924,3581.926124705513,1,0,14,183.0,270000
Localidade 2,Tipo 2,0.1942253009219269,0.418280042541578,2011.2154694314163,4724.403218808049,4102.868644214096,1,0,1,140.0,341500
Localidade 3,Tipo 2,0.1675130964077457,0.881032373162836,4234.227566129679,1032.7332241523045,4142.731292594166,0,0,23,221.0,770200
Localidade 2,Tipo 2,0.7332881942031613,0.3703852450933534,2096.253158221178,1449.4192439736696,759.5774046599435,0,0,8,94.0,348600
Localidade 3,Tipo 1,0.9384366973296752,0.0389848175524397,3909.268276336591,1214.1080808564193,5026.584281101732,0,0,44,113.0,587000
Localidade 1,Tipo 2,0.4690908168178711,0.530608116149873,2010.1631443954805,1403.050702425266,1448.693183853368,1,0,7,129.0,468700
Localidade 4,Tipo 1,0.6281175851492288,0.4036809565583842,2951.25936664447,2266.523131295221,1143.160987714833,0,0,12,103.0,633000
Localidade 1,Tipo 2,0.9329799841000626,0.4128897310766429,3137.9708266205803,1177.2129496080831,455.6563156684469,0,0,22,,412400
Localidade 4,Tipo 2,0.2284164935313505,0.2595675811171318,1396.3058570883957,1842.305714725684,664.9204285603174,0,0,15,163.0,309800
Localidade 4,Tipo 2,0.2147140340687996,0.2403000680482916,1488.6054344850684,1754.0892192159222,697.1999131201238,0,0,9,116.0,346100
Localidade 3,Tipo 2,0.5855854107160268,0.9345081447344152,1805.1665649082693,639.2305817917689,1476.3931926633602,0,0,30,153.0,682300
Localidade 4,Tipo 2,0.393759412983924,0.627764208247188,3554.7129397495414,1714.1283810871953,1925.7985940779367,0,0,8,108.0,334500
Localidade 2,Tipo 1,0.9967848679588313,0.9748974069221314,3552.9141601561696,4815.6466805884365,5682.530188760323,1,1,4,76.0,150800
Localidade 3,Tipo 2,0.0123028754178997,0.3858063794312013,3985.294348479365,2907.4544411061856,2211.014960140273,0,0,48,173.0,415500
Localidade 1,Tipo 2,0.6941980545717155,0.5040323205727189,3403.141535401773,2923.24909116391,879.9140494628156,0,0,30,92.0,335200
Localidade 1,Tipo 2,0.110738238178908,0.6725923762304976,3527.027753042129,1026.6120963408332,2452.4043196852213,1,0,15,66.0,406400
Localidade 4,Tipo 1,0.7420574833200181,0.0229715452701387,1814.823176760861,4304.401424990841,3522.4992715581857,0,0,21,129.0,523700
Localidade 2,Tipo 1,0.9942572257825126,0.6757504193170474,563.4190177675251,1978.503944816369,3568.0802504002254,1,0,2,180.0,210800
Localidade 4,Tipo 1,0.3226357391846108,0.4083284541034436,1798.915576117631,3010.546471787954,1406.330673311944,0,0,14,86.0,606100
Localidade 1,Tipo 2,0.4185364204733388,0.8555229689282995,4734.882364310452,2072.816595423298,3081.0135915912306,0,0,13,80.0,457400
Localidade 1,Tipo 2,0.3060568569842824,0.3584206695556551,376.61905389916416,3044.0058619853858,2390.3472501856704,1,0,15,168.0,420000
Localidade 3,Tipo 1,0.0873313683940809,0.6471717542165809,3264.783880680376,827.9306238336325,4305.147568504939,0,0,41,88.0,644400
Localidade 4,Tipo 1,0.131249821640694,0.9562006003345588,5838.657383022547,4347.137047904512,1534.0956644956284,0,0,17,169.0,569600
Localidade 3,Tipo 1,0.9589749721046424,0.4381819357363818,3625.900955173509,1745.3979481391168,1626.5108922019392,0,0,15,114.0,1111900
Localidade 2,Tipo 2,0.2375933067745086,0.1318170225810251,2065.2841410315395,6537.159085010229,5768.43192438874,0,0,13,187.0,307200
Localidade 1,Tipo 1,0.0237927469914552,0.564470118500042,3463.3820519176743,1719.6008280913,3653.2213032909785,1,0,4,58.0,811400
Localidade 4,Tipo 2,0.1875894280362648,0.875197661554812,5043.571791241015,3729.541515764131,1526.277229515829,0,0,18,98.0,279400
Localidade 4,Tipo 2,0.7316632566185004,0.6371076938378278,5456.170191711516,1673.502284275782,1561.8911556805806,1,0,22,58.0,233000
Localidade 4,Tipo 2,0.2903621105024335,0.6494879827144835,3121.6583235279622,2711.2577605337915,2635.042548670979,0,0,4,151.0,358100
Localidade 4,Tipo 1,0.1172978822659337,0.1316146547323757,1808.463617115505,1178.9302228978918,1231.3870724287594,0,0,15,170.0,608900
Localidade 1,Tipo 1,0.521052738969252,0.0219272705664079,4189.517081124704,6402.599590821524,1738.5022379190295,0,0,8,84.0,840600
Localidade 1,Tipo 2,0.9857915775801576,0.7447164927634379,385.1767506081694,1630.7617047530684,3446.4574526300185,0,0,20,168.0,423800
Localidade 2,Tipo 1,0.6947838302182135,0.0016396217514376,1688.295804292056,3544.8581885464023,4446.338304258276,0,0,4,163.0,215100
Localidade 2,Tipo 1,0.8816799410509983,0.907109153641962,3066.193885545365,3900.8590739597375,4347.120478403619,1,0,1,119.0,205500
Localidade 3,Tipo 1,0.0290684909382957,0.9229660921802968,5399.3328504907,2022.9490547324929,5586.915618068695,0,0,23,102.0,941000
